nom_bassin_versant,latitude_centroide,longitude_centroide,quantile_prelevement_national,score_secheresse,classe_secheresse,classe_prelevement,classe_bivariee,volume_moyen_preleve_m3_an,nb_communes,rang_secheresse_national
LE SARTHON & SES AFFLUENTS,48.4737,-0.0644,44.5,0.0,faible/nulle,modere,0-1,232186.4,7,0.0
LA DIVE DU PREPSON (C) A LA BRIANDE (C),46.8809,0.0612,86.65,6.3,forte,fort,2-2,6057207.2,20,93.5
LA MAYENNE DU RAU DE LASSAY (NC) A LA VARENNE (NC),48.4531,-0.5695,57.42,0.0,faible/nulle,modere,0-1,529365.2,3,0.0
LA VARENNE DE LA PISSE (NC) A LA MAYENNE (NC),48.4328,-0.6806,8.13,0.0,faible/nulle,faible,0-0,0.0,5,0.0
Le Madon du Cornapré aux Rouaux (inclus).,48.4518,6.1986,8.13,0.0,faible/nulle,faible,0-0,0.0,5,0.0
La Meurthe du Rabodeau à la Plaine.,48.3926,6.8552,8.13,0.0,faible/nulle,faible,0-0,0.0,0,0.0
LA RANCE DE L'ARGENTEL (NC) A LA MER,48.5316,-1.9808,84.33,0.0,faible/nulle,fort,0-2,4276648.8,16,0.0
L'ARGUENON DU RAU DE MONTAFILAN (C) A RAU DU GUEBRIAND (NC),48.4998,-2.1867,37.71,0.0,faible/nulle,modere,0-1,148326.6,8,0.0
L'URNE DE SA SOURCE A LA MER & COTIERS DU GOUESSANT (NC) AU GOUET (NC),48.4632,-2.718,64.23,0.0,faible/nulle,modere,0-1,821828.4,8,0.0
L'HYERE DE SA SOURCE AU RAU DE L'ETANG DE FOLLEZOU (NC),48.406,-3.4292,29.05,0.0,faible/nulle,faible,0-0,66344.6,4,0.0
LA MAYENNE DE LA GOURBE (NC) A LA VEE (C),48.5716,-0.4386,37.65,0.0,faible/nulle,modere,0-1,148006.4,4,0.0
LA RANCE DU LINON (NC) A L'ARGENTEL (C),48.4333,-2.0227,45.82,0.0,faible/nulle,modere,0-1,253040.0,6,0.0
L'ARGUENON DE LA ROSETTE (NC) AU RAU DE MONTAFILAN (NC),48.4633,-2.3045,34.04,7.11,forte,modere,2-1,107925.4,6,94.6
La Seine du confluent du ruisseau des Méances (exclu) au confluent de la Voulzie (exclu),48.4272,3.2087,8.13,0.0,faible/nulle,faible,0-0,0.0,0,0.0
LA SARTHE DE LA PERVENCHE (NC) A LA VESONE (NC),48.5165,0.2955,8.13,7.75,forte,faible,2-0,0.0,11,95.3
L'île d'Oléron l'île d'Aix et l'île Madame,45.9395,-1.2544,29.23,0.0,faible/nulle,faible,0-0,68259.0,8,0.0
LA MAYENNE DE SA SOURCE A L'AISNE (NC),48.4891,-0.2127,64.61,0.0,faible/nulle,modere,0-1,839813.0,10,0.0
La Joux de sa source au confluent du Rognon (exclu),48.3257,5.3195,8.13,0.0,faible/nulle,faible,0-0,0.0,1,0.0
L'AISNE & SES AFFLUENTS,48.4028,-0.3497,36.19,0.0,faible/nulle,modere,0-1,132914.2,7,0.0
LA COLMONT DU RAU DE LA GAUBERDIERE (C) A LA MAYENNE & LA MAYENNE DE LA VARENNE (NC) A LA COLMONT,48.3717,-0.7454,29.86,0.0,faible/nulle,faible,0-0,73475.0,3,0.0
LE NANSON & SES AFFLUENTS,48.3983,-1.1819,72.55,0.0,faible/nulle,fort,0-2,1438826.0,4,0.0
LA MINETTE & SES AFFLUENTS,48.3605,-1.3597,84.31,14.27,forte,fort,2-2,4273424.2,5,98.7
LE LIE DE SA SOURCE AU J810750 (C),48.3313,-2.7615,45.63,0.0,faible/nulle,modere,0-1,250216.0,3,0.0
Le Giffre de la Risse incluse à l'Arve,46.1569,6.4966,93.28,0.0,faible/nulle,fort,0-2,46494551.4,4,0.0
L'ERNEE DE SA SOURCE AU ROLLON (NC),48.3611,-0.9227,41.2,0.0,faible/nulle,modere,0-1,187523.0,2,0.0
LE LINON DE LA DONAC (NC) A LA RANCE (NC),48.3585,-1.9253,56.83,0.0,faible/nulle,modere,0-1,512860.6,8,0.0
LA RANCE DU BARRAGE DE ROPHEMEL (NC) AU GUINEFORT (NC),48.3259,-2.0255,92.87,0.0,faible/nulle,fort,0-2,38572156.0,8,0.0
LA ROSETTE & SES AFFLUENTS,48.3491,-2.286,31.81,0.0,faible/nulle,faible,0-0,88723.2,9,0.0
L'AULNE DE LA DOUFFINE (NC) A LA MER,48.2473,-4.2055,75.49,0.0,faible/nulle,fort,0-2,1767618.8,4,0.0
LE COUESNON DE SA SOURCE AU NANSON (NC),48.3293,-1.1226,67.52,0.0,faible/nulle,fort,0-2,1018383.2,6,0.0
LA RANCE DE SA SOURCE AU J061400 (NC),48.2655,-2.409,70.35,0.0,faible/nulle,fort,0-2,1235249.8,4,0.0
Le Revinson du confluent de la Coquille (exclu) au confluent de la Seine (exclu),47.6784,4.6804,8.13,0.0,faible/nulle,faible,0-0,0.0,0,0.0
LE LIE DU J810750 (NC) AU J812400 (NC),48.2761,-2.6822,41.7,0.0,faible/nulle,modere,0-1,194076.4,1,0.0
L'HYERE  DU CANAL DE NANTES A BREST (NC) A L'AULNE (NC),48.2134,-3.6413,8.13,0.0,faible/nulle,faible,0-0,0.0,0,0.0
L'ABER DE SA SOURCE A LA MER & COTIERS DU CAP DE LA CHEVRE AU J393400 (NC),48.2035,-4.3748,59.67,0.0,faible/nulle,modere,0-1,604673.0,5,0.0
LE ROSAY NORD ET SES AFFLUENTS,48.3334,0.0943,66.86,0.0,faible/nulle,fort,0-2,971103.0,10,0.0
LA SARTHE DE L'ORNETTE (NC) A LA VAUDELLE (NC),48.3319,-0.1919,33.12,8.75,forte,faible,2-0,100726.6,9,96.3
L'ERNEE DU ROLLON (C) AU RAU DE LA PERCHE (NC),48.3056,-0.96,58.07,0.0,faible/nulle,modere,0-1,551565.8,5,0.0
LA RANCE DU J061400 (C) AU FREMEUR (NC),48.256,-2.1865,25.16,0.0,faible/nulle,faible,0-0,42267.0,5,0.0
L'OUST DU RAU DE KERSAUDY (NC) AU RAU DE KERBIGUET (C),48.2404,-2.8376,8.13,0.0,faible/nulle,faible,0-0,0.0,5,0.0
LE BLAVET DU DAOULAS (NC) AU RAU DE POULANCRE (NC),48.1877,-3.077,94.89,0.0,faible/nulle,fort,0-2,111096653.6,3,0.0
LA VEGRE DU PALAIS (NC) A LA SARTHE (NC),47.9436,-0.2177,64.99,0.0,faible/nulle,modere,0-1,859675.0,8,0.0
LA MAYENNE DE L'OUETTE (NC) AU RAU DU PONT-PERDREAU (NC),47.918,-0.7248,80.5,0.0,faible/nulle,fort,0-2,2776475.4,8,0.0
L'Agout du confluent du Dadou au confluent du Sézy (inclus),43.7263,1.7492,65.21,0.0,faible/nulle,modere,0-1,871531.2,4,0.0
LA BIENNE ET SES AFFLUENTS (ROSAY NORD NC),48.3366,0.2177,79.27,2.88,moderee,fort,1-2,2444676.4,16,87.7
La Marne du confluent du ruisseau de Meures (exclu) au confluent du ruisseau d'Oudincourt (inclus),48.2274,5.119,21.18,0.0,faible/nulle,faible,0-0,21389.2,3,0.0
L'ARON DU TAROT (NC) A LA MAYENNE (NC),48.2823,-0.5285,95.4,0.0,faible/nulle,fort,0-2,141371804.2,6,0.0
L'ALENE DE LA R DE LA ROCHE (NC) A L'ARON (NC),46.8398,3.8273,8.13,0.0,faible/nulle,faible,0-0,0.0,8,0.0
L'ARON DE SA SOURCE AU TAROT (C),48.2927,-0.3872,32.69,0.0,faible/nulle,faible,0-0,97266.6,5,0.0
LE LOIR DE LA THIRONNE (C) A LA FOUSSARDE (C),48.2898,1.0788,61.51,0.0,faible/nulle,modere,0-1,681360.2,11,0.0
LA VAUDELLE & SES AFFLUENTS,48.2659,-0.2229,28.65,0.0,faible/nulle,faible,0-0,63849.4,5,0.0
LA VILAINE DE SA SOURCE AU RAU DES EPRONNIERES (C),48.2162,-1.0408,52.95,0.0,faible/nulle,modere,0-1,407919.8,3,0.0
L'ILLET & SES AFFLUENTS,48.2412,-1.5073,61.24,0.0,faible/nulle,modere,0-1,661844.2,8,0.0
LE LIE DU J813400 (C) AU RAU DE FRAMEUX (C),48.1782,-2.6406,92.24,7.11,forte,fort,2-2,28941006.8,4,94.6
LE STEIR DE SA SOURCE AU J430580 (C),48.1051,-4.0843,52.4,0.0,faible/nulle,modere,0-1,393221.2,4,0.0
RAU LA CONIE & SES AFFLUENTS,48.2138,1.76,93.12,0.0,faible/nulle,fort,0-2,43151826.8,34,0.0
LA SARTHE DE LA BIENNE (NC) A L'ORTHON (C),48.2381,0.1053,47.26,7.72,forte,modere,2-1,277468.8,10,95.3
LA SARTHE DE LA VAUDELLE (NC) A L'ORTHE (C),48.238,-0.1666,76.01,2.57,moderee,fort,1-2,1852285.6,4,86.8
LA CANTACHE DE SA SOURCE A LA PEROUSE (NC),48.2302,-1.1603,8.13,0.0,faible/nulle,faible,0-0,0.0,1,0.0
LA VEUVRE DE SA SOURCE A RAU DE LA BARBOTAIS (C),48.2093,-1.3344,36.32,0.0,faible/nulle,modere,0-1,134048.8,5,0.0
La Vézère du confluent de la Corrèze au confluent de la Couze,45.1397,1.4416,29.63,0.0,faible/nulle,faible,0-0,70951.4,2,0.0
LA VAUNOISE DE SA SOURCE AU RAU DES MARES NOIRES (NC),48.1879,-1.8929,18.18,12.52,forte,faible,2-0,6897.8,3,98.3
LE GARUN & SES AFFLUENTS,48.195,-2.0712,24.17,0.0,faible/nulle,faible,0-0,36633.6,6,0.0
LE MEU DU RAU DE GRENEDAN (NC) AU RAU DE COMPER (NC),48.1472,-2.1494,17.89,0.0,faible/nulle,faible,0-0,5758.6,5,0.0
LE MEU DE SA SOURCE AU RAU DE GRENEDAN (C),48.192,-2.3388,30.78,0.0,faible/nulle,faible,0-0,80230.8,3,0.0
LE NINIAN DE SA SOURCE A RAU DE GUERFRO (NC),48.1728,-2.5238,17.6,0.0,faible/nulle,faible,0-0,4768.0,2,0.0
LE RAU DE L'ARHON & SES AFFLUENTS,48.1595,-2.7375,41.59,0.0,faible/nulle,modere,0-1,192303.4,2,0.0
L'ELLE DE SA SOURCE A LA R DE LANGONNET (NC),48.1406,-3.4215,61.27,0.0,faible/nulle,modere,0-1,662319.0,2,0.0
COTIERS DE LA POINTE DU RAZ AU GOYEN (NC),48.0329,-4.6326,36.16,0.0,faible/nulle,modere,0-1,132832.6,5,0.0
La Juine de sa source au confluent de la Challouette (exclu),48.3078,2.1104,90.03,0.81,faible/nulle,fort,0-2,12748948.8,28,81.7
L'HUISNE DE L'ERRE (C) A LA MEME (NC),48.2972,0.7255,81.32,0.0,faible/nulle,fort,0-2,3066576.2,9,0.0
La Vézère du confluent de la Logne au confluent de l'Elle,45.1354,1.3077,32.19,0.0,faible/nulle,faible,0-0,92718.0,2,0.0
LA FLUME & SES AFFLUENTS,48.1986,-1.7985,32.57,0.0,faible/nulle,faible,0-0,96425.8,9,0.0
L'OUST DU RAU DE KERBIGUET (NC) AU RAU DE L'ARHON (NC) & CANAL DE NANTES A BREST,48.1497,-2.8074,31.7,0.0,faible/nulle,faible,0-0,87670.0,5,0.0
LE BLAVET DU RAU DE LOTAVY (NC) AU CANAL DE NANTES A BREST (NC),48.1166,-3.038,88.96,0.0,faible/nulle,fort,0-2,9216366.2,3,0.0
La Sueurre de sa source au confluent du Rognon (exclu),48.2157,5.4331,52.5,0.0,faible/nulle,modere,0-1,394381.0,17,0.0
La Blaise de sa source au confluent du Blaiseron (exclu),48.267,4.9658,55.78,0.0,faible/nulle,modere,0-1,482315.6,13,0.0
L'OZANNE & SES AFFLUENTS,48.2033,1.0835,74.76,6.18,moderee,fort,1-2,1661643.6,13,93.3
L'ORNE DE LA DIVE (NC) A LA SARTHE (NC),48.2057,0.264,60.11,0.0,faible/nulle,modere,0-1,616352.8,13,0.0
LA SARTHE DE L'ORTHON (NC) A L'ORNE (NC),48.1678,0.0453,95.49,0.0,faible/nulle,fort,0-2,148622833.8,11,0.0
Le ru de Vérien de sa source au confluent de l'Hozain (exclu),48.1357,4.1399,8.13,0.0,faible/nulle,faible,0-0,0.0,3,0.0
Le Dropt du confluent du Ségur au confluent de la Vignague,44.618,-0.0334,17.0,0.0,faible/nulle,faible,0-0,2736.0,4,0.0
LE DOUEFF & SES AFFLUENTS,48.0805,-2.2526,8.13,0.0,faible/nulle,faible,0-0,0.0,2,0.0
L'YVEL DE SA SOURCE AU DOUEFF (NC),48.1278,-2.4036,39.02,3.85,moderee,modere,1-1,163546.2,4,89.7
LE LIE DU J814500 (NC) A L'OUST (NC),48.0538,-2.6276,40.7,0.0,faible/nulle,modere,0-1,180447.6,2,0.0
L'OUST DU RAU DE L'ARHON (NC) AU LIE (NC),48.0453,-2.7223,8.13,3.29,moderee,faible,1-0,0.0,0,88.5
L'HUISNE DE LA MEME (NC) A LA QUEUNE (C),48.1459,0.6344,62.92,0.0,faible/nulle,modere,0-1,751375.4,14,0.0
LA VILAINE DE LA FLUME (NC) AU MEU (NC),48.0735,-1.6914,94.39,0.0,faible/nulle,fort,0-2,86068780.6,5,0.0
R DE L'ANSE DE SAINT CADOU & SES AFFLUENTS,47.9536,-4.0325,37.87,0.0,faible/nulle,modere,0-1,149984.0,2,0.0
La Rolande de sa source au confluent du Maurepas (exclu),48.0682,2.4577,66.42,0.0,faible/nulle,modere,0-1,944693.2,3,0.0
LE MEU DU SEREIN (NC) A LA VAUNOISE (NC),48.0391,-1.9541,88.12,0.0,faible/nulle,fort,0-2,8000314.4,3,0.0
Le courant de Mimizan de l'étang de Biscarosse à l'étang d'Aureilhan,44.2661,-1.1986,8.13,7.01,forte,faible,2-0,0.0,0,94.4
Le Fusain de sa source au confluent du Maurepas (exclu),48.1218,2.4688,87.14,0.0,faible/nulle,fort,0-2,6515598.0,13,0.0
LA VIVE PARENCE & SES AFFLUENTS,48.1127,0.3481,75.86,8.28,forte,fort,2-2,1830943.4,11,95.8
LA VILAINE DE LA VALIERE (C) A LA CANTACHE (NC),48.0823,-1.141,53.72,0.0,faible/nulle,modere,0-1,428293.4,6,0.0
L'AFF DE SA SOURCE A RAU DE SAINT MALO (NC),48.0017,-2.169,70.14,0.0,faible/nulle,fort,0-2,1212109.4,1,0.0
LE LEVERIN & SES AFFLUENTS,48.0533,-2.4456,39.89,0.0,faible/nulle,modere,0-1,172444.8,5,0.0
LE NINIAN DU RAU DE GUERFRO (NC) AU LEVERIN (NC),48.0574,-2.5291,19.41,0.0,faible/nulle,faible,0-0,12564.0,4,0.0
LE BLAVET DU RAU DE NIEL (NC) A LA SARRE (NC),48.0139,-3.0363,58.39,12.65,forte,modere,2-1,560726.0,2,98.3
L'YERRE & SES AFFLUENTS,48.0989,1.0936,75.36,6.43,forte,fort,2-2,1751419.6,7,93.7
La Civanne de sa source au confluent de la Barse (exclu),48.2216,4.2465,8.13,0.0,faible/nulle,faible,0-0,0.0,1,0.0
LE STER DE SA SOURCE A LA MER & COTIERS DE SAINT GUENOLE A LA R DE PONT-L'ABBE (NC),47.8112,-4.2487,27.52,0.0,faible/nulle,faible,0-0,55603.4,6,0.0
La Loue du confluent du Ravillou au confluent de l'Isle,45.3016,0.9994,8.13,0.0,faible/nulle,faible,0-0,0.0,0,0.0
LA GRENNE & SES AFFLUENTS,47.9868,0.9491,71.82,0.91,faible/nulle,fort,0-2,1367265.6,7,82.0
LA BRAYE DU COUETRON (C) A LA GRENNE (NC),48.0236,0.8438,55.65,0.0,faible/nulle,modere,0-1,478509.6,6,0.0
LE TREULON & SES AFFLUENTS,47.9995,-0.3081,34.42,2.75,moderee,modere,1-1,111847.0,4,87.3
LA MEE & SES AFFLUENTS,47.9227,-1.0228,48.47,5.96,moderee,modere,1-1,303358.2,5,93.0
LA CLAIE DE SA SOURCE AU LAY (C),47.8798,-2.7221,39.73,0.0,faible/nulle,modere,0-1,170373.2,2,0.0
LE TARUN & SES AFFLUENTS,47.8616,-2.8857,41.28,0.0,faible/nulle,modere,0-1,188243.6,4,0.0
LE BLAVET DU MOULIN DE TALLENE (NC) AU RAU DE KERGONAN (NC),47.8686,-3.2412,96.04,0.0,faible/nulle,fort,0-2,191330705.8,2,0.0
LE SCORFF DU RAU DE PENLAN (5) AU SCAVE (NC),47.8835,-3.3657,47.99,0.0,faible/nulle,modere,0-1,295049.4,3,0.0
L'ISOLE DU J481400 (C) A LA LAITA (NC),47.949,-3.6034,63.08,0.0,faible/nulle,modere,0-1,758601.2,3,0.0
L'Yonne du confluent du Serein (exclu) au confluent de l'Armançon (exclu),47.9373,3.5116,98.72,0.0,faible/nulle,fort,0-2,1073163649.8,2,0.0
LE COMBS DU RAU DU MOULIN DE MAURE (C) A L'AFF (NC),47.865,-1.9745,8.13,0.0,faible/nulle,faible,0-0,0.0,3,0.0
LA LOIRE DE LA BIONNE (C) AU K434700 (C),47.9628,2.0269,81.82,0.0,faible/nulle,fort,0-2,3190918.2,6,0.0
L'OUDON DE L'ETANG DE LA GUEHARDIERE (NC) A LA MEE (NC),47.9448,-0.9222,28.45,0.0,faible/nulle,faible,0-0,62362.4,5,0.0
RAU DE LA COUYERE & SES AFFLUENTS,47.8775,-1.4737,22.12,15.1,forte,faible,2-0,25485.6,5,98.8
LA LAITA OU ELLE DE L'ISOLE (NC) A LA MER,47.8413,-3.5503,87.15,0.0,faible/nulle,fort,0-2,6521743.6,4,0.0
R DE MERRIEN & COTIERS DU BELON (NC) A LA LAITA (NC),47.7831,-3.6214,24.03,0.0,faible/nulle,faible,0-0,35632.8,1,0.0
LA LOIRE DU K434700 (NC) AU LOIRET (NC),47.9127,1.8618,84.17,0.0,faible/nulle,fort,0-2,4213976.8,5,0.0
La Vezouze du ruisseau de Châtillon à l'Herbas (inclus).,48.5971,6.9532,18.02,0.0,faible/nulle,faible,0-0,6114.2,2,0.0
LE SEMNON DU RAU DE LA COUYERE (NC) AU RAU DE MAIGE (C),47.8578,-1.587,18.53,0.0,faible/nulle,faible,0-0,8647.8,4,0.0
LA VILAINE DU SEMNON (NC) AU RAU DES PRES DE BOULIFART (NC),47.8518,-1.8324,39.72,0.0,faible/nulle,modere,0-1,170269.6,4,0.0
L'OUST DU NINIAN (NC) A RAU DES ARCHES (NC),47.8581,-2.4237,78.82,0.0,faible/nulle,fort,0-2,2363694.0,7,0.0
La Marne du confluent de la Moivre (exclu) au confluent de la Guenelle (exclu),48.877,4.4581,17.24,0.0,faible/nulle,faible,0-0,3610.8,1,0.0
LA LOIRE DE LA BONNEE (NC) A LA BIONNE (NC),47.8866,2.1557,85.67,1.71,faible/nulle,fort,0-2,5117318.8,4,84.2
LE LOIR DE L'YERRE (NC) AU GRATTE-LOUP (C),47.9663,1.2873,91.5,3.44,moderee,fort,1-2,21071599.4,28,88.9
LA TAUDE & SES AFFLUENTS,47.8562,-0.4722,51.91,0.0,faible/nulle,modere,0-1,383408.2,3,0.0
LA VAIGE DU RAU DE L'OISELLIERE (NC) A LA SARTHE & LA SARTHE DE L'ERVE (NC) AU M0657302 (C),47.9119,-0.4828,85.47,0.0,faible/nulle,fort,0-2,4942619.0,9,0.0
L'ERNEE DU RAU DE LA PERCHE (C) A LA MAYENNE (NC),48.2216,-0.8333,98.68,0.0,faible/nulle,fort,0-2,1018702338.2,5,0.0
L'HUISNE DU BIAN DE MARCE (NC) A LA VIVE PARENCE (NC),47.9779,0.4215,85.46,0.55,faible/nulle,fort,0-2,4931567.2,10,81.0
LA SARTHE DU RAU DE PREAU (NC) A LA VEZANNE (NC),47.9564,-0.0424,97.58,0.65,faible/nulle,fort,0-2,452591724.0,16,81.1
L'USURE & SES AFFLUENTS,47.8822,-1.0871,24.2,0.0,faible/nulle,faible,0-0,36828.0,7,0.0
LE RAHUN & SES AFFLUENTS,47.8293,-2.1892,62.58,0.0,faible/nulle,modere,0-1,730727.8,4,0.0
L'OUST DU RAU DES ARCHES (C) A LA CLAIE (NC),47.8326,-2.3052,95.02,0.0,faible/nulle,fort,0-2,119833133.0,4,0.0
R DE LANDEVANT & SES AFFLUENTS,47.7855,-3.0852,50.65,0.0,faible/nulle,modere,0-1,358358.8,2,0.0
LE RHONNE & SES AFFLUENTS,47.8662,0.233,78.46,2.5,faible/nulle,fort,0-2,2296731.6,8,86.6
LE SEMNON DE SA SOURCE A LA BRUTZ (NC),47.8328,-1.2987,28.02,0.0,faible/nulle,faible,0-0,59712.0,7,0.0
LE SEMNON DE LA BRUTZ (C) AU RAU DE LA COUYERE (NC),47.7922,-1.4162,18.69,0.0,faible/nulle,faible,0-0,9371.8,4,0.0
LA CLAIE DU RAU DE CALLAC (NC) A L'OUST (NC),47.7793,-2.4506,76.94,6.38,forte,fort,2-2,2008226.6,5,93.5
LA LOIRE DU LOIRET (NC) A LA MAUVE (NC),47.8997,1.7767,81.76,0.0,faible/nulle,fort,0-2,3174854.8,6,0.0
Le Gave de Cauterets du confluent du Gave de Lutour au confluent du Gave de Cambasque,42.8795,-0.1022,8.13,0.0,faible/nulle,faible,0-0,0.0,0,0.0
LA SARTHE DU RHONNE (NC) AU RAU DE PREAU (C),47.9139,0.077,76.15,0.0,faible/nulle,fort,0-2,1866916.6,10,0.0
LA MAYENNE DU CHOISEAU (NC) AU BERON (C),47.796,-0.6495,35.9,0.0,faible/nulle,modere,0-1,129105.4,4,0.0
L'HIERE & SES AFFLUENTS,47.8466,-0.8395,24.95,0.0,faible/nulle,faible,0-0,41326.4,7,0.0
LA VILAINE DU RAU DE GRAS PAINEL (C) A LA CHERE (NC),47.7516,-1.8014,73.19,0.0,faible/nulle,fort,0-2,1499589.8,2,0.0
Le Bès du confluent du Mouréou au confluent du Bès d'Arengosse,44.0012,-0.8362,8.13,0.0,faible/nulle,faible,0-0,0.0,0,0.0
R DE CANUT DE SA SOURCE AU RAU DE LA PLANCHE (C),47.7646,-1.9779,42.74,0.0,faible/nulle,modere,0-1,209658.0,3,0.0
LA DHUY DE LA MARMAGNE (NC) AU LOIRET & LE LOIRET DE SA SOURCE A LA DHUY,47.8122,1.976,87.88,0.0,faible/nulle,fort,0-2,7593648.8,1,0.0
L'OUST DE LA CLAIE (NC) A L'AFF (NC),47.742,-2.2223,8.13,0.0,faible/nulle,faible,0-0,0.0,4,0.0
LE RIANT DE SA SOURCE A LA MER,47.7096,-3.2966,34.34,0.0,faible/nulle,modere,0-1,111160.6,3,0.0
La Dordogne du confluent de l'Auze au confluent de la Luzège,45.1989,2.1875,18.05,0.0,faible/nulle,faible,0-0,6572.6,1,0.0
LA BRAYE DU TUSSON (C) AU LOIR (NC),47.865,0.655,45.81,0.0,faible/nulle,modere,0-1,253003.8,4,0.0
LA VEZANNE & SES AFFLUENTS,47.801,-0.0213,73.42,0.0,faible/nulle,fort,0-2,1519018.4,7,0.0
LA VOUTONNE & SES AFFLUENTS,47.7745,-0.279,60.79,0.0,faible/nulle,modere,0-1,643424.4,5,0.0
L'Augraben de l'Altenbach au Rhin.,47.611,7.5223,83.91,0.0,faible/nulle,fort,0-2,4052810.6,1,0.0
LE LOC'H OU R D'AURAY DU RAU DE PONT CHRIST (C) A LA R DU BONO (NC),47.7165,-2.9975,17.35,0.0,faible/nulle,faible,0-0,3866.0,3,0.0
L'AUNE DE SA SOURCE AU GANDELIN (C),47.7793,0.253,76.78,6.57,forte,fort,2-2,1988751.4,7,93.9
L'ARDOUX DE SA SOURCE AU PETIT ARDOUX (C),47.7844,1.8219,68.04,7.3,forte,fort,2-2,1061166.6,4,94.9
LE GOUESSANT DU RAU DE L'EVRAN (C) A LA MER,48.4175,-2.6398,47.44,0.0,faible/nulle,modere,0-1,284083.2,6,0.0
L'AUNE DU GANDELIN (NC) AU LOIR (NC),47.7598,0.1366,80.97,0.0,faible/nulle,fort,0-2,2955710.0,3,0.0
LA MAYENNE DU BERON (NC) AU RAU DU SAULAIE (C),47.7303,-0.632,72.98,0.0,faible/nulle,fort,0-2,1480054.6,2,0.0
L'OUDON DE L'ARAISE (C) A LA VERZEE (NC),47.7465,-1.0422,52.88,0.0,faible/nulle,modere,0-1,406207.4,3,0.0
LA VILAINE DE LA CHERE (NC) AU DON (NC),47.7101,-1.8869,8.13,0.0,faible/nulle,faible,0-0,0.0,1,0.0
LA CHERE DE SA SOURCE AU NEANT (C),47.7133,-1.3993,37.45,0.0,faible/nulle,modere,0-1,145635.8,3,0.0
LA CHERE DU NEANT (NC) A L'ARON (NC),47.7114,-1.5802,17.79,6.69,forte,faible,2-0,5512.6,3,94.0
R DE CANUT DU RAU DE LA PLANCHE (NC) A LA VILAINE & VILAINE DE R DE CANUT AU C. NANTES-BREST (NC),47.6762,-2.0106,22.64,0.0,faible/nulle,faible,0-0,28215.6,1,0.0
LA SOMME DE LA VALENCE (C) A LA LOIRE & LA LOIRE DE LA SOMME A L'ENGIEVRE (NC),46.6602,3.836,19.26,0.0,faible/nulle,faible,0-0,11828.0,4,0.0
R DU BONO & SES AFFLUENTS,47.7054,-2.8854,86.46,0.0,faible/nulle,fort,0-2,5753230.8,4,0.0
R D'ETEL DE LA R DE LANDEVANT (NC) A LA MER & COTIERS DE LA R D'ETEL AU RAU DE L'ETANG (C),47.6901,-3.1468,55.39,0.0,faible/nulle,modere,0-1,469602.8,8,0.0
LA LOIRE DE LA MAUVE (NC) A L'ARDOUX (NC),47.7856,1.5978,84.76,0.0,faible/nulle,fort,0-2,4494870.8,8,0.0
L'OUDON DE LA VERZEE (NC) A LA SAZEE (C),47.7261,-0.7944,8.13,0.0,faible/nulle,faible,0-0,0.0,0,0.0
LA VERZEE DE SA SOURCE AU M381610 (C),47.7166,-1.1773,71.84,17.25,forte,fort,2-2,1367293.6,4,99.2
LA CHERE DE L'ARON (NC) A LA VILAINE (NC),47.6887,-1.7402,55.23,0.0,faible/nulle,modere,0-1,466203.8,3,0.0
L'ARZ DU RAU DE SAINT GENTIEN (C) A L'OUST (NC),47.6818,-2.2501,51.88,0.0,faible/nulle,modere,0-1,382937.0,6,0.0
LE COSSON DE SA SOURCE A LA TONNERIE (NC),47.7036,2.2072,25.79,0.0,faible/nulle,faible,0-0,45464.0,1,0.0
LE COSSON DE LA CANNE (NC) AU RAU D'ARIGNAN (NC),47.7055,1.7918,30.89,0.0,faible/nulle,faible,0-0,81836.6,1,0.0
L'ARDOUX DU PETIT ARDOUX (NC) A LA LOIRE (NC),47.7349,1.7035,94.65,0.0,faible/nulle,fort,0-2,97971809.0,3,0.0
LA VERZEE DU M381610 (NC) A L'ARGOS (NC),47.6736,-0.9769,8.13,11.4,forte,faible,2-0,0.0,0,97.9
COTIERS DU DOURON (NC) AU DOURDUFF (NC),48.6789,-3.7762,24.46,0.0,faible/nulle,faible,0-0,38431.0,5,0.0
LA LOIRE DE LA BRESME (NC) AU CHER (NC),47.3608,0.4876,8.13,0.0,faible/nulle,faible,0-0,0.0,0,0.0
La Boutonne du confluent du Loubat au confluent de la Trézence,45.943,-0.5991,60.4,0.0,faible/nulle,modere,0-1,628507.2,7,0.0
L'ISAC CANALISE DU RAU DE BEAUMONT (NC) A LA VILAINE (NC),47.5573,-2.051,19.44,0.0,faible/nulle,faible,0-0,12721.2,3,0.0
L'ARGOS & SES AFFLUENTS,47.6196,-0.9229,61.5,0.0,faible/nulle,modere,0-1,679320.8,4,0.0
RAU DU FIEF BRIANT & SES AFFLUENTS,47.5834,-1.0817,18.79,0.0,faible/nulle,faible,0-0,9754.6,1,0.0
L'INDRE DE L'OZANCE (NC) AU RAU DE LA FONTAINE DE SAINT FLOVIER (C),46.9803,1.1465,60.12,9.6,forte,modere,2-1,617315.2,7,96.9
RAU DES TROIS MOULINS & SES AFFLUENTS,46.933,0.5118,18.36,0.0,faible/nulle,faible,0-0,7848.0,3,0.0
L'ARON DE L'ANDARGE (NC) A LA LOIRE (NC),46.8495,3.5014,8.13,0.0,faible/nulle,faible,0-0,0.0,1,0.0
